boundary_id,record_index,payload_type,termination_reason
compaction-87742,87742,context_compacted,EXPLICIT_COMPACTION
compaction-87819,87819,compacted,EXPLICIT_COMPACTION
compaction-87822,87822,context_compacted,EXPLICIT_COMPACTION
compaction-87944,87944,compacted,EXPLICIT_COMPACTION
compaction-87947,87947,context_compacted,EXPLICIT_COMPACTION
compaction-88016,88016,compacted,EXPLICIT_COMPACTION
compaction-88019,88019,context_compacted,EXPLICIT_COMPACTION
compaction-88099,88099,compacted,EXPLICIT_COMPACTION
compaction-88102,88102,context_compacted,EXPLICIT_COMPACTION
compaction-88183,88183,compacted,EXPLICIT_COMPACTION
compaction-88186,88186,context_compacted,EXPLICIT_COMPACTION
compaction-88246,88246,compacted,EXPLICIT_COMPACTION
compaction-88249,88249,context_compacted,EXPLICIT_COMPACTION
compaction-88318,88318,compacted,EXPLICIT_COMPACTION
compaction-88321,88321,context_compacted,EXPLICIT_COMPACTION
compaction-88403,88403,compacted,EXPLICIT_COMPACTION
compaction-88406,88406,context_compacted,EXPLICIT_COMPACTION
compaction-88491,88491,compacted,EXPLICIT_COMPACTION
compaction-88494,88494,context_compacted,EXPLICIT_COMPACTION
compaction-88571,88571,compacted,EXPLICIT_COMPACTION
compaction-88574,88574,context_compacted,EXPLICIT_COMPACTION
compaction-88676,88676,compacted,EXPLICIT_COMPACTION
compaction-88679,88679,context_compacted,EXPLICIT_COMPACTION
compaction-88780,88780,compacted,EXPLICIT_COMPACTION
compaction-88783,88783,context_compacted,EXPLICIT_COMPACTION
compaction-88886,88886,compacted,EXPLICIT_COMPACTION
compaction-88889,88889,context_compacted,EXPLICIT_COMPACTION
compaction-88991,88991,compacted,EXPLICIT_COMPACTION
compaction-88994,88994,context_compacted,EXPLICIT_COMPACTION
compaction-89106,89106,compacted,EXPLICIT_COMPACTION
compaction-89109,89109,context_compacted,EXPLICIT_COMPACTION
compaction-89225,89225,compacted,EXPLICIT_COMPACTION
compaction-89228,89228,context_compacted,EXPLICIT_COMPACTION
compaction-89371,89371,compacted,EXPLICIT_COMPACTION
compaction-89374,89374,context_compacted,EXPLICIT_COMPACTION
compaction-89437,89437,compacted,EXPLICIT_COMPACTION
compaction-89440,89440,context_compacted,EXPLICIT_COMPACTION
compaction-89507,89507,compacted,EXPLICIT_COMPACTION
compaction-89510,89510,context_compacted,EXPLICIT_COMPACTION
compaction-89579,89579,compacted,EXPLICIT_COMPACTION
compaction-89582,89582,context_compacted,EXPLICIT_COMPACTION
compaction-89709,89709,compacted,EXPLICIT_COMPACTION
compaction-89712,89712,context_compacted,EXPLICIT_COMPACTION
compaction-89848,89848,compacted,EXPLICIT_COMPACTION
compaction-89851,89851,context_compacted,EXPLICIT_COMPACTION
compaction-89948,89948,compacted,EXPLICIT_COMPACTION
compaction-89951,89951,context_compacted,EXPLICIT_COMPACTION
compaction-90033,90033,compacted,EXPLICIT_COMPACTION
compaction-90036,90036,context_compacted,EXPLICIT_COMPACTION
compaction-90097,90097,compacted,EXPLICIT_COMPACTION
compaction-90100,90100,context_compacted,EXPLICIT_COMPACTION
compaction-90776,90776,compacted,EXPLICIT_COMPACTION
compaction-90779,90779,context_compacted,EXPLICIT_COMPACTION
compaction-91040,91040,compacted,EXPLICIT_COMPACTION
compaction-91043,91043,context_compacted,EXPLICIT_COMPACTION
compaction-91633,91633,compacted,EXPLICIT_COMPACTION
compaction-91636,91636,context_compacted,EXPLICIT_COMPACTION
compaction-92259,92259,compacted,EXPLICIT_COMPACTION
compaction-92262,92262,context_compacted,EXPLICIT_COMPACTION
compaction-92757,92757,compacted,EXPLICIT_COMPACTION
compaction-92760,92760,context_compacted,EXPLICIT_COMPACTION
compaction-93869,93869,compacted,EXPLICIT_COMPACTION
compaction-93872,93872,context_compacted,EXPLICIT_COMPACTION
compaction-94713,94713,compacted,EXPLICIT_COMPACTION
compaction-94716,94716,context_compacted,EXPLICIT_COMPACTION
compaction-94901,94901,compacted,EXPLICIT_COMPACTION
compaction-94903,94903,context_compacted,EXPLICIT_COMPACTION
compaction-95755,95755,compacted,EXPLICIT_COMPACTION
compaction-95758,95758,context_compacted,EXPLICIT_COMPACTION
compaction-96336,96336,compacted,EXPLICIT_COMPACTION
compaction-96339,96339,context_compacted,EXPLICIT_COMPACTION
compaction-96900,96900,compacted,EXPLICIT_COMPACTION
compaction-96903,96903,context_compacted,EXPLICIT_COMPACTION
compaction-97323,97323,compacted,EXPLICIT_COMPACTION
compaction-97326,97326,context_compacted,EXPLICIT_COMPACTION
compaction-97880,97880,compacted,EXPLICIT_COMPACTION
compaction-97883,97883,context_compacted,EXPLICIT_COMPACTION
compaction-98370,98370,compacted,EXPLICIT_COMPACTION
compaction-98373,98373,context_compacted,EXPLICIT_COMPACTION
compaction-98894,98894,compacted,EXPLICIT_COMPACTION
compaction-98897,98897,context_compacted,EXPLICIT_COMPACTION
compaction-99465,99465,compacted,EXPLICIT_COMPACTION
compaction-99468,99468,context_compacted,EXPLICIT_COMPACTION
compaction-99949,99949,compacted,EXPLICIT_COMPACTION
compaction-99952,99952,context_compacted,EXPLICIT_COMPACTION
compaction-100241,100241,compacted,EXPLICIT_COMPACTION
compaction-100244,100244,context_compacted,EXPLICIT_COMPACTION
compaction-100581,100581,compacted,EXPLICIT_COMPACTION
compaction-100584,100584,context_compacted,EXPLICIT_COMPACTION
compaction-101195,101195,compacted,EXPLICIT_COMPACTION
compaction-101198,101198,context_compacted,EXPLICIT_COMPACTION
compaction-101759,101759,compacted,EXPLICIT_COMPACTION
compaction-101762,101762,context_compacted,EXPLICIT_COMPACTION
compaction-102426,102426,compacted,EXPLICIT_COMPACTION
compaction-102429,102429,context_compacted,EXPLICIT_COMPACTION
compaction-103041,103041,compacted,EXPLICIT_COMPACTION
compaction-103044,103044,context_compacted,EXPLICIT_COMPACTION
compaction-103902,103902,compacted,EXPLICIT_COMPACTION
compaction-103905,103905,context_compacted,EXPLICIT_COMPACTION
compaction-104367,104367,compacted,EXPLICIT_COMPACTION
compaction-104370,104370,context_compacted,EXPLICIT_COMPACTION
compaction-104998,104998,compacted,EXPLICIT_COMPACTION
compaction-105001,105001,context_compacted,EXPLICIT_COMPACTION
compaction-105455,105455,compacted,EXPLICIT_COMPACTION
compaction-105458,105458,context_compacted,EXPLICIT_COMPACTION
compaction-105846,105846,compacted,EXPLICIT_COMPACTION
compaction-105849,105849,context_compacted,EXPLICIT_COMPACTION
compaction-106565,106565,compacted,EXPLICIT_COMPACTION
compaction-106568,106568,context_compacted,EXPLICIT_COMPACTION
compaction-107139,107139,compacted,EXPLICIT_COMPACTION
compaction-107142,107142,context_compacted,EXPLICIT_COMPACTION
compaction-107775,107775,compacted,EXPLICIT_COMPACTION
compaction-107778,107778,context_compacted,EXPLICIT_COMPACTION
compaction-108386,108386,compacted,EXPLICIT_COMPACTION
compaction-108389,108389,context_compacted,EXPLICIT_COMPACTION
compaction-108845,108845,compacted,EXPLICIT_COMPACTION
compaction-108848,108848,context_compacted,EXPLICIT_COMPACTION
compaction-109142,109142,compacted,EXPLICIT_COMPACTION
compaction-109145,109145,context_compacted,EXPLICIT_COMPACTION
compaction-109623,109623,compacted,EXPLICIT_COMPACTION
compaction-109626,109626,context_compacted,EXPLICIT_COMPACTION
compaction-110060,110060,compacted,EXPLICIT_COMPACTION
compaction-110063,110063,context_compacted,EXPLICIT_COMPACTION
compaction-110701,110701,compacted,EXPLICIT_COMPACTION
compaction-110704,110704,context_compacted,EXPLICIT_COMPACTION
compaction-111108,111108,compacted,EXPLICIT_COMPACTION
compaction-111111,111111,context_compacted,EXPLICIT_COMPACTION
compaction-111513,111513,compacted,EXPLICIT_COMPACTION
compaction-111516,111516,context_compacted,EXPLICIT_COMPACTION
compaction-112203,112203,compacted,EXPLICIT_COMPACTION
compaction-112206,112206,context_compacted,EXPLICIT_COMPACTION
compaction-112562,112562,compacted,EXPLICIT_COMPACTION
compaction-112565,112565,context_compacted,EXPLICIT_COMPACTION
compaction-112849,112849,compacted,EXPLICIT_COMPACTION
compaction-112852,112852,context_compacted,EXPLICIT_COMPACTION
compaction-113223,113223,compacted,EXPLICIT_COMPACTION
compaction-113226,113226,context_compacted,EXPLICIT_COMPACTION
compaction-113972,113972,compacted,EXPLICIT_COMPACTION
compaction-113975,113975,context_compacted,EXPLICIT_COMPACTION
compaction-114259,114259,compacted,EXPLICIT_COMPACTION
compaction-114262,114262,context_compacted,EXPLICIT_COMPACTION
compaction-114467,114467,compacted,EXPLICIT_COMPACTION
compaction-114470,114470,context_compacted,EXPLICIT_COMPACTION
compaction-114934,114934,compacted,EXPLICIT_COMPACTION
compaction-114937,114937,context_compacted,EXPLICIT_COMPACTION
compaction-115507,115507,compacted,EXPLICIT_COMPACTION
compaction-115510,115510,context_compacted,EXPLICIT_COMPACTION
compaction-115982,115982,compacted,EXPLICIT_COMPACTION
compaction-115985,115985,context_compacted,EXPLICIT_COMPACTION
compaction-116507,116507,compacted,EXPLICIT_COMPACTION
compaction-116510,116510,context_compacted,EXPLICIT_COMPACTION
compaction-116896,116896,compacted,EXPLICIT_COMPACTION
compaction-116899,116899,context_compacted,EXPLICIT_COMPACTION
compaction-117518,117518,compacted,EXPLICIT_COMPACTION
compaction-117521,117521,context_compacted,EXPLICIT_COMPACTION
compaction-117962,117962,compacted,EXPLICIT_COMPACTION
compaction-117965,117965,context_compacted,EXPLICIT_COMPACTION
compaction-118483,118483,compacted,EXPLICIT_COMPACTION
compaction-118486,118486,context_compacted,EXPLICIT_COMPACTION
compaction-118825,118825,compacted,EXPLICIT_COMPACTION
compaction-118828,118828,context_compacted,EXPLICIT_COMPACTION
compaction-119237,119237,compacted,EXPLICIT_COMPACTION
compaction-119240,119240,context_compacted,EXPLICIT_COMPACTION
compaction-119854,119854,compacted,EXPLICIT_COMPACTION
compaction-119857,119857,context_compacted,EXPLICIT_COMPACTION
compaction-120410,120410,compacted,EXPLICIT_COMPACTION
compaction-120413,120413,context_compacted,EXPLICIT_COMPACTION
compaction-120947,120947,compacted,EXPLICIT_COMPACTION
compaction-120950,120950,context_compacted,EXPLICIT_COMPACTION
compaction-121420,121420,compacted,EXPLICIT_COMPACTION
compaction-121423,121423,context_compacted,EXPLICIT_COMPACTION
compaction-122207,122207,compacted,EXPLICIT_COMPACTION
compaction-122210,122210,context_compacted,EXPLICIT_COMPACTION
compaction-122882,122882,compacted,EXPLICIT_COMPACTION
compaction-122885,122885,context_compacted,EXPLICIT_COMPACTION
compaction-123630,123630,compacted,EXPLICIT_COMPACTION
compaction-123633,123633,context_compacted,EXPLICIT_COMPACTION
compaction-124466,124466,compacted,EXPLICIT_COMPACTION
compaction-124469,124469,context_compacted,EXPLICIT_COMPACTION
compaction-125116,125116,compacted,EXPLICIT_COMPACTION
compaction-125119,125119,context_compacted,EXPLICIT_COMPACTION
compaction-125715,125715,compacted,EXPLICIT_COMPACTION
compaction-125717,125717,context_compacted,EXPLICIT_COMPACTION
compaction-126504,126504,compacted,EXPLICIT_COMPACTION
compaction-126507,126507,context_compacted,EXPLICIT_COMPACTION
compaction-127424,127424,compacted,EXPLICIT_COMPACTION
compaction-127427,127427,context_compacted,EXPLICIT_COMPACTION
compaction-128277,128277,compacted,EXPLICIT_COMPACTION
compaction-128280,128280,context_compacted,EXPLICIT_COMPACTION
compaction-128968,128968,compacted,EXPLICIT_COMPACTION
compaction-128971,128971,context_compacted,EXPLICIT_COMPACTION
compaction-129743,129743,compacted,EXPLICIT_COMPACTION
compaction-129746,129746,context_compacted,EXPLICIT_COMPACTION
compaction-130533,130533,compacted,EXPLICIT_COMPACTION
compaction-130536,130536,context_compacted,EXPLICIT_COMPACTION
compaction-131220,131220,compacted,EXPLICIT_COMPACTION
compaction-131223,131223,context_compacted,EXPLICIT_COMPACTION
compaction-131987,131987,compacted,EXPLICIT_COMPACTION
compaction-131990,131990,context_compacted,EXPLICIT_COMPACTION
compaction-132519,132519,compacted,EXPLICIT_COMPACTION
compaction-132522,132522,context_compacted,EXPLICIT_COMPACTION
compaction-133271,133271,compacted,EXPLICIT_COMPACTION
compaction-133274,133274,context_compacted,EXPLICIT_COMPACTION
compaction-133974,133974,compacted,EXPLICIT_COMPACTION
compaction-133977,133977,context_compacted,EXPLICIT_COMPACTION
compaction-134563,134563,compacted,EXPLICIT_COMPACTION
compaction-134566,134566,context_compacted,EXPLICIT_COMPACTION
compaction-135189,135189,compacted,EXPLICIT_COMPACTION
compaction-135192,135192,context_compacted,EXPLICIT_COMPACTION
compaction-136167,136167,compacted,EXPLICIT_COMPACTION
compaction-136169,136169,context_compacted,EXPLICIT_COMPACTION
compaction-136831,136831,compacted,EXPLICIT_COMPACTION
compaction-136834,136834,context_compacted,EXPLICIT_COMPACTION
